dep,nivel,carrera,sexo,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
FFyL,Licenciatura,pedagogia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,39,45,66,83,65,77,92,128,149,145,140,137,163,228,321,454,557,618,837,972,904,1002
FFyL,Licenciatura,pre requisitos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
FFyL,Licenciatura,pre requisitos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
FFyL,Licenciatura,curos de graduados en historia,Hombres,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFyL,Licenciatura,curos de graduados en historia,Mujeres,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFyL,Maestria,antropologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,37,31,8,2,,,
FFyL,Maestria,antropologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,17,20,8,,1,,
FFyL,Maestria,arte dramatico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,,1,,,
FFyL,Maestria,arte dramatico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,6,2,,1,,,
FFyL,Maestria,bibliotecologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,3,4,5,1,11,
FFyL,Maestria,bibliotecologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,2,1,4,4,4,3,14,20,17,13,24,
FFyL,Maestria,latinoamericanos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,8,11,15,9,30,10,18,24,
FFyL,Maestria,latinoamericanos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,8,9,21,27,19,31,29,41,
FFyL,Maestria,orientales,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,
FFyL,Maestria,orientales,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,
FFyL,Maestria,filosofia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,9,10,8,16,21,21,35,40,45,32,41,54,
FFyL,Maestria,filosofia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,6,7,2,7,8,8,13,20,32,18,24,39,
FFyL,Maestria,geografia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,3,10,5,5,9,3,20,11,16,22,12,16,33,
FFyL,Maestria,geografia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,6,8,1,2,8,2,9,10,17,19,11,17,25,
FFyL,Maestria,historia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,12,9,5,8,17,14,16,7,41,41,23,27,36,
FFyL,Maestria,historia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,39,37,8,14,19,25,23,8,61,72,37,46,68,
FFyL,Maestria,lingüística hispanica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,,14,8,
FFyL,Maestria,lingüística hispanica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,27,,30,17,
FFyL,Maestria,letras,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,17,18,4,6,23,20,35,36,34,55,31,9,47,
FFyL,Maestria,letras,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,2,73,65,14,14,35,42,74,70,79,57,70,13,88,
FFyL,Maestria,pedagogia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,2,7,7,3,5,7,6,2,12,10,4,25,12,
FFyL,Maestria,pedagogia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,2,8,14,25,9,18,5,6,1,11,19,12,9,41,
FFyL,doctorado,antropologia,Hombres,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,4,4,7,10,11,10,6,3,6,3,3,10,17,,,10,5,2,,
FFyL,doctorado,antropologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,5,7,6,5,5,4,2,3,5,6,,,9,6,3,,
FFyL,doctorado,arte dramatico,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
FFyL,doctorado,arte dramatico,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FFyL,doctorado,bibliotecologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFyL,doctorado,bibliotecologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,
FFyL,doctorado,estudios latinoamericanos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,6,,4,8,6,3,2,3,4,
FFyL,doctorado,estudios latinoamericanos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,1,3,7,8,7,2,1,3,
FFyL,doctorado,filosofia,Total,,,,,,,,,,,,,,,,,,,,,,,,,,114,98,25,36,,,,,,,,,,,,,,,,,,,,,,,
FFyL,doctorado,filosofia,Hombres,,,,,,,,,,,,,,1,5,7,4,1,4,1,,,,,,,,,,10,8,10,15,15,15,15,15,7,7,3,3,4,5,6,1,1,,,,,6,
FFyL,doctorado,filosofia,Mujeres,,,,,,,,,,,,,,1,,1,2,,2,,,,,,,,,,,,,2,8,9,7,4,3,3,3,2,2,2,4,3,5,9,6,,1,,3,
FFyL,doctorado,geografia,Hombres,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,5,3,6,1,1,2,,,2,2,5,5,3,5,,3,,1,2,
FFyL,doctorado,geografia,Mujeres,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,7,3,5,6,2,10,3,1,2,,4,1,,2,5,7,8,,1,,2,4,
FFyL,doctorado,historia,Hombres,,,,,,,,,,,,,,2,1,1,2,2,,,,,,,,,,,,2,2,,2,,3,1,7,10,8,8,7,6,7,4,7,3,,4,6,5,7,
FFyL,doctorado,historia,Mujeres,,,,,,,,,,,,,,9,6,2,2,7,6,2,,,,,,,,,,2,6,4,3,6,11,6,13,13,10,12,7,10,14,10,8,12,,11,6,7,10,
FFyL,doctorado,lingüística hispanica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
FFyL,doctorado,lingüística hispanica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
FFyL,doctorado,letras,Total,,,,,,,,,,,,,,,,,,,,,45,41,62,58,53,5,29,50,9,,,,,,,,,,,,,,,,,,,,,,,
FFyL,doctorado,letras,Hombres,,,,,,,,,,,,,13,,4,6,,2,2,4,,,,,,,,,,2,5,4,8,11,11,13,8,6,4,11,6,12,15,10,7,8,6,3,7,6,8,
FFyL,doctorado,letras,Mujeres,,,,,,,,,,,,,5,9,8,4,13,16,15,19,,,,,,,,,,14,20,6,2,10,18,19,9,12,16,6,14,15,16,7,9,19,10,8,7,4,13,
FFyL,doctorado,pedagogia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,1,7,2,3,4,3,1,1,4,2,3,1,,6,4,1,,
FFyL,doctorado,pedagogia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,7,4,3,4,2,3,1,4,10,5,10,4,,6,,,5,
FFyL,alumnos especiales y materias libres,alumnos especiales y materias libres,Total,,,,,,,,,,,,,,,,,,,,,212,176,241,91,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFyL,alumnos especiales y materias libres,alumnos especiales y materias libres,Hombres,,,,,,,,,,,,57,72,38,92,84,101,88,102,75,,,,,,,,,,,8,8,10,23,20,8,,,,,,,,,,,,,,,,
FFyL,alumnos especiales y materias libres,alumnos especiales y materias libres,Mujeres,,,,,,,,,,,,111,79,6,89,240,187,129,140,83,,,,,,,,,,,14,9,12,36,44,9,2,,,,,,,,,,,,,,,
FI,Licenciatura,tronco comun,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2449,2652,3022,3027,3116,5852,2300,2372,1937,1974,,,,,,,,,,,,,
FI,Licenciatura,tronco comun,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,10,9,9,8,8,7,9,10,,,,,,,,,,,,,
FI,Licenciatura,IC,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,2325,2265,2423,2649,2584,2534,2356,2228,2079,2820,2708,2803,3138,3188,3321,3590,3412,3241,3187,3018,2902,3364
FI,Licenciatura,IC,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,7,13,10,11,13,6,5,5,13,14,28,31,45,49,66,54,71,97,93,93,112
FI,Licenciatura,I  Geologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,69,82,90,96,95,89,71,60,46,82,103,123,208,263,352,437,498,531,635,570,564,612
FI,Licenciatura,I  Geologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,1,,1,7,8,21,18,27,45,57,68,77
FI,Licenciatura,I Geofisica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,25,100,178,212,240,269,308,282,314
FI,Licenciatura,I Geofisica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,6,8,10,11,22,16
FI,Licenciatura,I Mecanica Electrica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,772,825,996,1183,1336,1525,1630,1662,1718,3187,3658,4343,5579,5787,6438,6098,6269,5703,5629,5048,4341,3949
FI,Licenciatura,I Mecanica Electrica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,2,3,3,2,2,6,10,18,34,45,74,85,99,111,119,127,125,94
FI,Licenciatura,I Mecanica Electrica (I Mecanica),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,213,257,261,327,725,764,804,641,2311,1336,
FI,Licenciatura,I Mecanica Electrica (I Mecanica),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,4,4,4,3,31,25,
FI,Licenciatura,I Mecanica Electrica (Sistemas Electricos y Electronicos),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,300,360,464,644,625,734,865,837,1774,1886,
FI,Licenciatura,I Mecanica Electrica (Sistemas Electricos y Electronicos),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,2,4,9,12,9,58,65,
FI,Licenciatura,I Mecanica Electrica (I Industrial),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,314,346,191,286,422,646,704,948,963,1119,
FI,Licenciatura,I Mecanica Electrica (I Industrial),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,9,13,11,21,38,35,
FI,Licenciatura,I de Minas y Metalurgia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,33,33,34,23,16,17,23,24,28,54,81,92,95,89,107,124,108,118,118,133,127,137
FI,Licenciatura,I de Minas y Metalurgia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,1,2,12,4,5,9
FI,Licenciatura,I Petrolera,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,137,126,132,167,150,156,164,184,177,334,336,493,570,660,530,395,371,363,375,489,540,702
FI,Licenciatura,I Petrolera,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,2,1,7,5,7,11,14,8,12,17,12,19,34
FI,Licenciatura,IO Topografica y geodesta,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,60,67,67,74,58,50,37,33,41,44,56,50,91,100,111,187,172,175,151,181,183,174
FI,Licenciatura,IO Topografica y geodesta,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,3,9,6,15,12,13
FI,Licenciatura,I en computacion,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,508,1083
FI,Licenciatura,I en computacion,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,61,131
FI,Especialización,"diseño, construcción y obras de riego",Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,1,,,,,,,,,,
FI,Especialización,"diseño, construcción y obras de riego",Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Especialización,huidrologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
FI,Especialización,huidrologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
FI,Especialización,i en riego y drenaje,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,
FI,Especialización,i en riego y drenaje,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Especialización,vias terrestres,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,34,,,33,52,39,32,3,,,,,,,,,
FI,Especialización,vias terrestres,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Especialización,sanitaria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,18,,,,,,,,,,,,,,,,
FI,Especialización,sanitaria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Especialización,oyesntes y especialidade de la maestria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9,32,,,,,,,,,,,,,,,
FI,Especialización,oyesntes y especialidade de la maestria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,estructuras,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47,46,58,52,44,48,50,46,45,49,62,30,40,57,52,14,55,29,,
FI,Maestria,estructuras,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,3,1,1,1,,1,2,3,,1,,,
FI,Maestria,i hidraulica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,15,24,34,29,44,43,27,37,40,45,30,36,50,55,8,52,64,,
FI,Maestria,i hidraulica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1,1,,,,,,,,,1,1,,
FI,Maestria,i petrolera,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,29,5,27,22,,
FI,Maestria,i petrolera,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,i de potencia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,16,18,16,4,10,,,
FI,Maestria,i de potencia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
FI,Maestria,mecanica de suelos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,30,24,27,33,28,36,31,35,30,32,19,29,40,41,11,36,26,,
FI,Maestria,mecanica de suelos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,,1,2,3,,1,2,3,,
FI,Maestria,fisica de yacimientos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31,29,32,20,,,,,,,,
FI,Maestria,fisica de yacimientos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,i de control,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,22,15,14,3,3,2,13,,,
FI,Maestria,i de control,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,i mecanica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,10,12,15,19,9,15,34,,
FI,Maestria,i mecanica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,
FI,Maestria,i nuclear,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,3,,,,,,,,,,,,,
FI,Maestria,i nuclear,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
FI,Maestria,i electrica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,11,18,16,22,21,15,3,,,,,,,,,,,
FI,Maestria,i electrica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,i electronica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,21,4,17,38,,
FI,Maestria,i electronica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FI,Maestria,mecnaica teorica aplicada,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,14,,,
FI,Maestria,mecnaica teorica aplicada,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,vias terrestres,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38,52,8,,,,3,4,,,,,,,
FI,Maestria,vias terrestres,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,Maestria,i sanitaria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17,14,20,11,19,9,20,31,38,51,19,48,24,,
FI,Maestria,i sanitaria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,4,4,5,4,,
FI,Maestria,investigacion de operaciones,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,49,86,79,86,50,70,87,94,17,69,41,,
FI,Maestria,investigacion de operaciones,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,4,2,3,4,12,14,3,8,4,,
FI,Maestria,planeacion de obras,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,29,48,48,85,75,75,40,52,49,45,4,29,14,,
FI,Maestria,planeacion de obras,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,3,2,2,,2,2,,
FI,doctorado,ingenieria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,19,,,,,,,,,,,,,,,,,,
FI,doctorado,ingenieria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,doctorado,ingenieria (estructuras),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,1,,,6,12,6,1,1,4,,,,,
FI,doctorado,ingenieria (estructuras),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,doctorado,i hidraulica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,3,3,,,,,,
FI,doctorado,i hidraulica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI,doctorado,investigacion de operaciones,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,5,,,,,,
FI,doctorado,investigacion de operaciones,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
FI,doctorado,mecanica de suelos,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,,,,,,,,
FI,doctorado,mecanica de suelos,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,Licenciatura,medico cirujano,Hombres,1338,1814,1669,1853,1831,1930,2075,2407,2548,2139,2906,3092,3210,3458,4318,4806,4861,5100,4882,4781,5044,4592,5463,5132,4988,5995,6519,5743,6436,5777,6276,6549,6778,6851,6738,6560,6522,6419,6310,6396,8310,8498,11605,14796,14723,16823,15858,16522,15408,13168,12481,11104
FM,Licenciatura,medico cirujano,Mujeres,86,145,174,142,84,60,85,79,156,351,200,261,272,412,382,225,420,460,678,568,536,536,612,647,628,711,705,773,876,867,1037,1139,1309,1337,1357,1354,1420,1384,1437,1549,2093,2374,2862,4340,4542,5155,5723,5842,5384,5761,3650,5736
FM,cuross de inciacion,adiestramiento en anatomia patologica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,10,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,adiestramiento en anatomia patologica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,adiestramineot en peditria,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,43,26,,,2,54,,,,,,,,,,,,,
FM,cuross de inciacion,adiestramineot en peditria,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,,,,7,,,,,,,,,,,,,
FM,cuross de inciacion,cardiologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,
FM,cuross de inciacion,cardiologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,cirugia plastica,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,,,,,,,,,,,,,,,,
FM,cuross de inciacion,cirugia plastica,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,colon y recto,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,colon y recto,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,dermatologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,dermatologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,endocrinologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,2,2,4,3,,,,,,,,,,,,,
FM,cuross de inciacion,endocrinologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,
FM,cuross de inciacion,enfermedades del higado y vias biliares,Hombres,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,enfermedades del higado y vias biliares,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,enfermedades parasitarias,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
FM,cuross de inciacion,enfermedades parasitarias,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,gastroenterologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,5,2,4,5,,,,,,,,,,,,,,
FM,cuross de inciacion,gastroenterologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
FM,cuross de inciacion,ginecologia y obstetricia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,3,2,,,,,,,,,,,,,,
FM,cuross de inciacion,ginecologia y obstetricia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,1,,,,,,,,,,,,,,
FM,cuross de inciacion,hematologia,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,
FM,cuross de inciacion,hematologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,
FM,cuross de inciacion,internado (maternidad),Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,internado (maternidad),Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,malariologia,Hombres,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,malariologia,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,medicina forense,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,medicina forense,Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM,cuross de inciacion,medicna interna,Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,
